Título,Tematica,Provincia,Fecha de publicación,Descripción,ProvinciaAlternativa,FuenteContenido,LocalidadAsset,DocumentosAsociados,Identificador,ultimaActualizacion,Enlace al contenido,
"Carpinteros (Noruega)","Empleo","Otra","20161005","<p><strong>Skills:</strong></p>
<ul>
<li>Minimum three years of work experience</li>
<li>You need to be able to work independent</li>
<li>You need to have good knowledge of carpentry shop tools and equipment</li>
<li>Its important that you know how to plan the workday and work structured</li>
<li>You must speak a Scandinavian language or English</li>
</ul>
<p><strong>Job description:</strong></p>
<p>In order to complete and execute all incoming request from our clients, we need independent, skilled carpenters to join our team. We are looking for both you as recent construction graduate and you who has long experience.</p>
<p> </p>
<p><strong>Working hours and place to work</strong>: 37,5 hours 48 hours pr. Week, Bergen area, Norway </p>
<p> </p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/noruega/pdf_noruega/OferNoruega_Carpintero.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31556"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342551,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342551/Empleo",
"Proceso de selección de enfermeros/as en Madrid (Alemania).","Empleo","Otra","20161005","La previsión es que el proceso se realice el mes de noviembre de 2016.<p/><p><strong>Ofrecemos:</strong></p>
<ul>
<li>Un tutor/a y jefe/a de planta a tu disposición para garantizar una inserción más gradual en tu puesto de trabajo</li>
<li>Un curso de alemán hasta el nivel B2 (que se necesita para la homologación del título universitario en Alemania)</li>
<li>Contrato temporal de 2 años, posibilidad a indefinido después</li>
<li>Salario bruto a partir de 2.300 euros. Los turnos de noches, festivos y fines de semana se pagan extra</li>
<li>Ayuda y asistencia en tu lengua materna en todos los procedimientos importantes como asuntos burocráticos, administrativos o bancarios, la homologación del título universitario, la búsqueda de una vivienda y la integración en un nuevo ambiente profesional</li>
</ul>
<p> </p>
<p><strong>Requisitos exigidos: </strong></p>
<ul>
<li>Nacionalidad europea</li>
<li>Título Universitario de Enfermería</li>
<li>No se necesita ningún conocimiento de alemán previo, sino simplemente el deseo de aprender el idioma</li>
<li>Motivación de afrontar una nueva aventura y trasladarte a Alemania</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/alemania/pdf_alemania/OferAl19Sep_Evento_Enfermeria.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31665"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342523,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342523/Empleo",
"Cuidadores y enfermeros en geriatría (Alemania)","Empleo","Otra","20161005","<p>The Senioren-Domizil am Alexanderplatz in Berlin Mitte (an old people&rsquo,s nursing home) is currently looking for qualified employees with completed trainings as nurses or geriatric nurses.</p>
<p>A contract of employment is of indefinite duration is possible after a probationary period. Applicants can be hired as fulltime or part-time. Applications from qualified employees from other countries are welcome. Basic knowledge in German (B1) is required</p><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/alemania/pdf_alemania/OferAl4oct_Seniorendomizil_Alexplatz.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31661"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342495,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342495/Empleo",
"Enfermeras (Irlanda)","Empleo","Otra","20161005","<p><strong>We offer:</strong></p>
<ul>
<li>Permanent positions (subject to satisfactory probation period)</li>
<li>Paid Public Holidays</li>
<li>Meet and greet on arrival</li>
<li>Relocation allowance upon commencement of employment</li>
<li>May be eligible for assistance from Your First EURES Job</li>
<li>Further education/training opportunities</li>
<li>Peer Support Group offered through EURES Ireland</li>
</ul>
<p><strong>Applicant Criteria:</strong></p>
<ul>
<li>A Nursing Degree</li>
<li>To have begun the registration process with the Nursing &amp, Midwives Board Ireland</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/irlanda/pdf_irlanda/oferIrl30sept_Draft_Nurse_Flyer.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31624"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342467,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342467/Empleo",
"60 puestos de fisioterapeutas (Francia)","Empleo","Otra","20161005","<p><strong>Condiciones laborales</strong>:</p>
<ul>
<li>Contratos temporales</li>
<li>35 h semanales</li>
<li>Alojamiento incluido</li>
</ul>
<p><strong>Requisitos: </strong></p>
<ul>
<li>Nacionalidad de la UE</li>
<li>Título expedido por un país UE</li>
<li>Interés por estudiar francés</li>
<li>No se requiere experiencia profesional</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/francia/pdf_francia/oferFran29sept_FISIO_SELEUROPA.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31566"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342439,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342439/Empleo",
"Podólogo para Heppehein-Bergstrassen (Alemania)","Empleo","Otra","20161005","<p><strong>Requisitos:</strong> </p>
<ul>
<li>Título reconocido de Podólogo</li>
<li>No es necesaria experiencia</li>
<li>Alemán avanzado</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato temporal con posibilidad de indefinido</li>
<li>Jornada completa 40 horas semanales</li>
<li>Ayuda en la búsqueda de alojamiento y el aprendizaje del alemán</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/alemania/pdf_alemania/OferAl27sept_podologo_wcm.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31560"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342411,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342411/Empleo",
"Chefs, posible selección en España (Suecia)","Empleo","Otra","20161005","Para el Restaurante Gastro en Helsingborg<p/><p><strong>Required skills and qualifications</strong></p>
<ul>
<li>Relevant vocational training and professional cooking course or equivalent</li>
<li>Fluent in English At least 3 years experience as chef</li>
<li>Experience from 5star hotel or Guide Michelin Restaurant</li>
<li>Team player</li>
</ul>
<p><strong>Conditions:</strong></p>
<ul>
<li>Permanent position with 6 months probationary</li>
<li>40 hours/week on schedule including nights and weekends</li>
<li>Starting date to be agreed</li>
<li>Salary approx. 25 000 SEK depending on experience Employer will help you find accommodation</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/suecia/pdf_suecia/OferSuecia28sept_gastrohelsinborg.pdf"" target=""_blank"">Más información</a></li><li><a href=""https://www.youtube.com/watch?v=qFGmUFptHBk"" target=""_blank"">Información del restaurante</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31558"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","España","Red EURES",,,1284655342383,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342383/Empleo",
"Back End Developer (Malta)","Empleo","Otra","20161005","<p><strong>Your Job</strong></p>
<ul>
<li>You will work with existing and new projects</li>
<li>You will deploy critical software systems that will turn e-gambling from mundane to magical</li>
<li>Tackle requirements that change as quickly as the online gambling business</li>
<li>Keep on top of changing technology and an industry that&rsquo,s a moving target</li>
<li>Relentlessly identify and optimize performance bottlenecks</li>
</ul>
<p><strong>Your Profile</strong></p>
<ul>
<li>Have the passion and the dedication to build the best gambling platform together with you team</li>
<li>Have prior experience from back end developing</li>
<li>High quality standards</li>
<li>A basic understanding for online gambling</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/malta/pdf_malta/oferMalta29sept_Back_Develop_Mult_6.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31568"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342355,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342355/Empleo",
"Camareros y recepcionistas (Alemania)","Empleo","Otra","20161005","<p><strong>Requisitos:</strong></p>
<ul>
<li>Formación de Técnico Superior en Gestión de Alojamientos Turísticos ó Técnico superior en Servicios de Restauración con experiecia laboral</li>
<li>Ambos deben prestar conocimientos del idioma alemán avanzados</li>
</ul>
<p><strong>Actividades a realizar:</strong></p>
<ul>
<li>Preparación del restaurante el bar y el espacio banquete, asi como la disposición de las mesas según ocasión</li>
<li>Prestar servicio a los clientes en el restaurante, el bar y el espacio banquet</li>
<li>Servicio a la carta en el restaurante</li>
</ul>
<p><strong>Condiciones:</strong></p>
<ul>
<li>Posibilidad de alojamiento en el hotel</li>
<li>Apoyo en gestiones administrativas</li>
<li>Tiempo prestado para aprender el idioma</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href=""http://www.sepe.es/redEURES"" target=""_blank"">http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""https://www.sepe.es/contenidos/personas/encontrar_empleo/encontrar_empleo_europa/paises/alemania/pdf_alemania/OferAl27sept_Hotel_Restaurant_Spechtshaardt.pdf"" target=""_blank"">Más información</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31562"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","Europa","Red EURES",,,1284655342327,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342327/Empleo",
"13 plazas de Especialista para el Banco de España","Empleo","Otra","20161005","<p>Convoca: Banco de España.</p>
<p>Cuerpo: ESPECIALISTA EN MODELOS DE MEDICIÓN DE RIESGOS BANCARIOS.</p>
<p>Plazas: 13.</p>
<p>Titulación: Licenciatura universitaria.</p>
<p>Plazo: 31 de octubre de 2016.</p>
<p> </p><p><strong>Información obtenida de: </strong>Empleo público. <a href=""http://www.bde.es/"" target=""_blank"">http://www.bde.es/</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://www.bde.es/f/webbde/PER/convoca/ficheros/Bases_2016a37.pdf"" target=""_blank"">Bases</a></li></ul></p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31540"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>","España","Organismo oficial",,,1284655342107,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655342107/Empleo",
"Director/a de Servicios Sociales para personas mayores en la provincia de Palencia","Empleo","Palencia","20161005","<p>Nuevo centro geriátrico en la provincia de Palencia busca <strong>DIRECTOR/A</strong></p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Organización y gestión del centro y demás tareas propias del puesto.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Titulación universitaria media (Trabajo Social, Enfermería, etc.)</li>
<li>3 años de experiencia en puesto similar.</li>
<li>Informática básica</li>
</ul>
<p><span style=""text-decoration: underline,""><strong>Se ofrece:</strong></span></p>
<ul>
<li>Contrato de 2 años prorrogable</li>
<li>Media jornada, preferiblemente de mañana.</li>
</ul>
<p> </p>
<p>Las personas interesadas deben <strong>enviar su CV</strong></p>
<ul>
<li>Por correo electrónico a: <strong><span style=""text-decoration: underline,"">fmiguel@suman.es</span></strong></li>
<li>Por fax a:l <strong>943 224 012</strong></li>
<li>Por correo postal a: C de Portuetxe n 51, 20014 Donostia (Guipúzcoa)</li>
</ul>
<p> </p><p><strong>Información obtenida de: </strong>ECYL. O.E. Carrión de los Condes</p><p>Información procedente de: <a href=""http://servicios3.jcyl.es/enbo/siau/contenido/bEFqdGd2NEFRK1A2a1FJRC9zMnA5OHJnZldmNmVtWVZoRWh0WndSSjg5UT0%3D#articulo_31625"" target=""_blank""><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>",,"ECYL",,,1284655341811,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284655341811/Empleo",
"FORMADORES DE FORMACIÓN OCUPACIONAL NO REGLADA","Empleo","Valladolid","20161005","<p>Formador para impartir el Certificado de profesionalidad SSCS0208. Se valorará que los candidatos estén acreditaos por el Servicio Público de Empleo Estatal (SEPE) para impartir los módulos: MF1016_2, MF1017_2, MF1018_2 Y MF1019_2. Fecha de inicio Noviembre de 2016 horario de lunes a jueves de 17:00 a 21:00.</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=184909"">Oficina Virtual</a></p>",,"ECYL",,,1284654944185,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284654944185/Empleo",
"ELECTRICISTAS Y/O ELECTRÓNICOS DE AUTOMOCIÓN, EN GENERAL","Empleo","Burgos","20161005","<p>REQUISITOS IMPRESCINDIBLES: EXPERIENCIA (MÍNIMO 5 AÑOS) Y CARNET DE CONDUCIR.
FUNCIONES: REPARACIÓN DE VEHÍCULOS PESADOS (AUTOBUSES, CAMIONES, MAQUINARIA AGRÍCOLA, MAQUINARIA OBRAS PÚBLICAS ETC.)
CONTRATO INDEFINIDO</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=183952"">Oficina Virtual</a></p>",,"ECYL",,,1284654944154,20161005,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284654944154/Empleo",
"2 Técnicos/as de Grado Medio en Organismo Autónomo de Gestión Económica y Recaudación en Ayto. de Salamanca","Empleo","Salamanca","20161003","<p>Convoca: Ayuntamiento Salamanca<br />Cuerpo: TÉCNICO/A GRADO MEDIO<br />Plazas: 2<br />Acceso: Oposición<br />Titulación: Titulado/a universitario o grado<br />Plazo: 24 de octubre de 2016</p><p><strong>Información obtenida de: </strong>Empleo público. BOCYL 26/08/2016, 8/9/2016, BOE 03/10/16</p><p><strong>Enlaces relacionados:</strong><ul><li><a href=""http://bocyl.jcyl.es/boletines/2016/08/26/pdf/BOCYL-D-26082016-19.pdf"" target=""_blank"">Consultar Bases</a></li><li><a href=""http://www.boe.es/boe/dias/2016/10/03/pdfs/BOE-A-2016-9038.pdf"" target=""_blank"">Convocatoria</a></li></ul></p>",,"Organismo oficial",,,1284653771428,20161003,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284653771428/Empleo",
"TÉCNICOS EN ELECTRICIDAD, EN GENERAL","Empleo","León","20161003","<p>TECNICO EN ALARMAS Y SEGURIDAD PARA LEON
REQUISITOS: EXPERIENCIA EN INSTALACION Y MANTENIMIENTO DE ROBO E INCENDIO, MANTENIMIENTOS DE PCI, CCTV Y SEGURIDAD EN GENERAL. CARNET DE CONDUCIR</p><p>Para más información acuda a <a href=""http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=184789"">Oficina Virtual</a></p>",,"ECYL",,,1284653704982,20161003,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284653704982/Empleo",
