Fichero actualizado a fecha: 2016-11-06 02:18:16
Nombre del Organismo,Descripción,DatosPersonales,Dirección,Calle,CodigoPostal,Localidad,Localidad,SoloClasificar,Teléfono,Telefax oficial,Fax,e-mail,Páginas de internet,Posicion,Información adicional,Directorio Superior,Identificador Directorio Superior,Identificador,ultimaActualizacion,Enlace al contenido,
"Servicio de Evaluación de Ambiental y Auditorías Ambientales",,,,"C/ Rigoberto Cortejoso, 14","47071","Valladolid","1179469311668",,"983 419 953",,,,,"41.65379575406773#-4.741056561470032#106",,"Dirección General de Calidad y Sostenibilidad Ambiental","1284182452422",1142233489640,20120117,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489640/DirectorioPadre",
"Servicio de Evaluación de Riesgos y Gestión de Alertas",,,"Pseo. de Zorrilla, 1. C.P. 47007 Valladolid (Valladolid)",,,,,,"983 413 834",,,,,,,"Dirección General de Salud Pública ","1284182459768",1142233490884,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233490884/DirectorioPadre",
"Servicio de Evaluación, Normativa y Procedimiento",,,"Pseo. de Zorrilla, 1. C.P. 47007 Valladolid (Valladolid)",,,,,,"983 413 643",,,,,,,"Secretaría General de Sanidad","1284181590069",1142233490387,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233490387/DirectorioPadre",
"Servicio de Evaluación, Normativa y Procedimiento",,,,"C/ Las Mieses, 26","47071","Valladolid","1179469311668",,"983 417 014",,,,,,,"Secretaría General de Familia e Igualdad de Oportunidades","1284181589554",1142233492397,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492397/DirectorioPadre",
"Servicio de Evaluación, Normativa y Procedimiento",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 069",,,,,,,"Secretaría General de Fomento y Medio Ambiente","1284181589275",1142233487333,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487333/DirectorioPadre",
"Servicio de Evaluación, Normativa y Procedimiento",,,"Avda. Monasterio de Nuestra Señora de Prado, s/n C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 047",,"983 411 985",,,,,"Secretaría General de Educación","1284181590493",1142233494127,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494127/DirectorioPadre",
"Servicio de Evaluación, Normativa y Procedimiento",,,"C/ Rigoberto Cortejoso, 14, 6ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 882",,,,,"41.653739639862394#-4.7411370277404785#94",,"Secretaría General de Agricultura y Ganadería","1284181590930",1142233488514,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233488514/DirectorioPadre",
"Servicio de Evaluación Normativa y Procedimiento",,,"Avda. Monasterio Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 800",,,,,,,"Secretaría General de Cultura y Turismo","1284181591229",1142233495165,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495165/DirectorioPadre",
"Servicio de Evaluación y Estadística",,,,"Pseo. de Zorrilla, 1"," 47007","Valladolid","1179469311668",,"983 328 000 ext. 89172",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Sistemas de Información","1142233491912",1142233491963,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491963/DirectorioPadre",
"Servicio de Evaluación y Prevención del Consumo de Drogas",,,,"C/ Mieses, 26","47009","Valladolid","1179469311668",,"983 412 317",,"983 412 429",,,,,"Comisionado Regional para la Droga","1284182453261",1142233492571,20120416,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492571/DirectorioPadre",
"Servicio de Fomento de Inversiones Turísticas",,,,"C/ San Lorenzo, 5","47001","Valladolid","1179469311668",,"983 410 450, 983 410 471",,,,,"41.652092#-4.731359#88",,"Dirección General de Turismo","1284182462518",1142233495742,20140312,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495742/DirectorioPadre",
"Servicio de Fomento del Ahorro Energético y Energías Renovables",,,"Avda. Reyes Leoneses, 11. C.P. 24008 León (León)",,,,,,"987 840 784",,"987 808 315",,,,,"Dirección General de Energía y Minas","1284182442153",1142233485279,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233485279/DirectorioPadre",
"Servicio de Formación",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89311",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Relaciones Laborales ","1142233492067",1142233492196,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492196/DirectorioPadre",
"Servicio de Formación Agraria e Iniciativas",,,"C/ Rigoberto Cortejoso, 14, 4ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 690",,,,,"41.653739639862394#-4.7411370277404785#94",,"Dirección General de Competitividad de la Industria Agroalimentaria y de la Empresa Agraria","1284182459443",1142233488713,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233488713/DirectorioPadre",
"Servicio de Formación del Profesorado",,,,"Avda. Monasterio de Nuestra Señora del Prado, s/n","47014","Valladolid","1179469311668",,"983 411 873",,,,,,,"Dirección General de Innovación y Equidad Educativa","1284182464141",1211289552013,20120309,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1211289552013/DirectorioPadre",
"Servicio de Formación Profesional",,,"Avda. Monasterio Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 940",,,,,,,"Dirección General de Formación Profesional y Régimen Especial","1284182463808",1142233494529,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494529/DirectorioPadre",
"Servicio de Formación Profesional Continua",,,,"C/ Jacinto Benavente, 2. 3ª planta","47195","Arroyo de la Encomienda","1179469235248",,"983 415 465",,"983 317639",,,"41.60722821271716#-4.796905517578125#71",,"Secretaría Técnica Funcional","1142233486020",1188997489984,20130403,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1188997489984/DirectorioPadre",
"Servicio de Formación y Promoción",,,,"C/ Rigoberto Cortejoso, 14","47014","Valladolid","1179469311668",,"983 419 951",,,,,"41.65387#-4.7410173#88",,"Dirección General de Transportes","1284182451806",1213607746930,20130124,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1213607746930/DirectorioPadre",
"Servicio de Fundaciones",,,,"C/ Santiago Alba,1","47008","Valladolid","1179469311668",,"983 414 528",,,,,"41.608784#-4.7485614#88",,"Secretaría General de la Presidencia","1284181588319",1142233492447,20150205,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492447/DirectorioPadre",
"Servicio de Gestión",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 284",,,,,,,"Dirección General de Carreteras e Infraestructuras","1284182450779",1142233487507,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487507/DirectorioPadre",
"Servicio de Gestión de Centros",,,"C/ Francisco Suárez, 2 C.P. 47006 Valladolid (Valladolid)",,,,,,"983 410 900",,,,,,,"Dirección Técnica de Recursos Humanos y Gestión de Centros","1142233493337",1142233493440,20080930,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233493440/DirectorioPadre",
"Servicio de Gestión de Centros Públicos",,,"Avda. Reyes Católicos, 2. C.P. 47006 Valladolid (Valladolid)",,,,,,"983 411 822",,,,,,,"Dirección General de Política Educativa Escolar","1284182463344",1142233494478,20120307,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494478/DirectorioPadre",
"Servicio de Gestión de Derechos de Pago y Asesoramiento a las Explotaciones",,,"C/ Rigoberto Cortejoso, 14, 3ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 712",,"983 419 513",,,"41.6537236072233#-4.740922451019287#94",,"Dirección General de Política Agraria Comunitaria","1284182457387",1142233489060,20110923,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489060/DirectorioPadre",
"Servicio de Gestión de Pacientes",,,"Pseo. de Zorrilla, 1 C.P. 47007 Valladolid (Valladolid)",,,,,,"983 412 576",,,,,,,"Dirección Técnica de Atención Especializada","1142233491472",1142233491549,20081124,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233491549/DirectorioPadre",
"Servicio de Gestión del Suelo",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 264",,,,,,,"Dirección General de Vivienda, Arquitectura y Urbanismo","1284182450210",1142233487818,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487818/DirectorioPadre",
"Servicio de Gestión y Apoyo",,,"C/ Rigoberto Cortejoso, 14, 3ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 561",,,,,"41.6537236072233#-4.740922451019287#94",,"Dirección General de Política Agraria Comunitaria","1284182457387",1142233489035,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489035/DirectorioPadre",
"Servicio de Gestión y Demarcación Territorial",,,,,,,,,"983 415 048",,,,,"41.608784#-4.7485614#88",,"Dirección de Ordenación del Territorio y Administración Local","1284182426617",1229075144304,20150305,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1229075144304/DirectorioPadre",
"Servicio de Gestión y Documentación Jurídica",,,,"C/ Santiago Alba, 1","47008","Valladolid","1179469311668",,"983 410 413, 983 411 139, 983 411 147",,"983 411 236",,,"41.608784#-4.7485614#88",,"Dirección de los Servicios Jurídicos ","1284182409046",1142233482546,20130621,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233482546/DirectorioPadre",
"Servicio de Informática",,,"Avda. Monasterio de Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 591",,"983 411 598",,,,,"Secretaría General de Educación","1284181590493",1142233494077,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233494077/DirectorioPadre",
"Servicio de Informática",,,,"C/ Las Mieses, 26","47071","Valladolid","1179469311668",,"983 410 981",,,,,,,"Secretaría General de Familia e Igualdad de Oportunidades","1284181589554",1142233492422,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492422/DirectorioPadre",
"Servicio de Informática",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 044",,,,,,,"Secretaría General de Fomento y Medio Ambiente","1284181589275",1142233487408,20110830,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487408/DirectorioPadre",
"Servicio de Informática",,,"Avda. Monasterio Nuestra Señora de Prado, s/n. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 411 800",,,,,,,"Secretaría General de Cultura y Turismo","1284181591229",1142233495115,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495115/DirectorioPadre",
"Servicio de Informática",,,"Pseo. de Zorrilla, 1. C.P. 47007 Valladolid (Valladolid)",,,,,,"983 413 732",,,,,,,"Secretaría General de Sanidad","1284181590069",1142233490362,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233490362/DirectorioPadre",
"Servicio de Informática",,,,,,,,,"983 413 986",,,,,,,"Dirección Técnica Administrativa","1142233493104",1142233493259,20140808,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233493259/DirectorioPadre",
"Servicio de Infraestructura para el Tratamiento de los Residuos",,,"C/ Rigoberto Cortejoso, 14. C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 170",,,,,,,"Dirección General de Calidad y Sostenibilidad Ambiental","1284182452422",1142233489791,20110831,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489791/DirectorioPadre",
"Servicio de Infraestructura y Patrimonio",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89018",,,,,"41.644363#-4.734464#88",,"Dirección General de Gestión Económica","1142233491033",1142233491240,20120731,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491240/DirectorioPadre",
"Servicio de Infraestructura y Patrimonio",,,"C/ Francisco Suárez, 2 C.P. 47006 Valladolid (Valladolid)",,,,,,"983 410 900",,,,,,,"Dirección Técnica de Recursos Humanos y Gestión de Centros","1142233493337",1142233493414,20080930,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233493414/DirectorioPadre",
"Servicio de Infraestructuras de Telecomunicaciones",,,,"C/ Rigoberto Cortejoso, 14","47014","Valladolid","1179469311668",,"983 419 000",,,,,"41.65388393343454#-4.741201400756836#88",,"Dirección General de Telecomunicaciones","1284182459154",1142233488091,20140428,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233488091/DirectorioPadre",
"Servicio de Infraestructuras del Transporte de Viajeros",,,,"C/ Rigoberto Cortejoso, 14","47014","Valladolid","1179469311668",,"983 419 422",,,,,"41.65387#-4.7410173#88",,"Dirección General de Transportes","1284182451806",1142233487992,20130124,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233487992/DirectorioPadre",
"Servicio de Infraestructuras Telemáticas",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89253",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Sistemas de Información","1142233491912",1142233492015,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233492015/DirectorioPadre",
"Servicio de Innovación Educativa",,,,"Avda. Monasterio de Nuestra Señora del Prado, s/n","47014","Valladolid","1179469311668",,"983 411 742",,,,,,,"Dirección General de Innovación y Equidad Educativa","1284182464141",1211289551535,20120309,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1211289551535/DirectorioPadre",
"Servicio de Inspección",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89147",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Atención Primaria","1142233491343",1142233491886,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233491886/DirectorioPadre",
"Servicio de Instalaciones",,,"C/ Las Mieses, 26 C.P. 47009 Valladolid (Valladolid)",,,,,,"983 317 208",,"983 317 209",,,,,"Dirección Técnica","1142233492769",1142233492819,20081007,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233492819/DirectorioPadre",
"Servicio de Instalaciones y Equipamientos Deportivos",,,,"Paseo de Filipinos, 1, planta 2ª","47007","Valladolid","1179469311668",,"983 411 982",,,,,,,"Dirección General de Deportes","1284182462008",1142233495593,20140312,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233495593/DirectorioPadre",
"Servicio de Integración",,,,"C/ Las Mieses, 26","47009","Valladolid","1179469311668",,,,,,,"41.657608#-4.740984#88",,"Dirección General de la Mujer","1284182453549",1284356688560,20140808,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284356688560/DirectorioPadre",
"Servicio de Intervención de Mercados",,,"C/ Rigoberto Cortejoso, 14, 3ª planta C.P. 47014 Valladolid (Valladolid)",,,,,,"983 419 807",,"983 419 513",,,"41.6537236072233#-4.740922451019287#94",,"Dirección General de Política Agraria Comunitaria","1284182457387",1142233489185,20110923,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233489185/DirectorioPadre",
"Servicio de Investigación",,,,"Pseo. de Zorrilla, 1","47007","Valladolid","1179469311668",,"983 328 000 ext. 89231",,,,,"41.644363#-4.734464#88",,"Dirección Técnica de Planificación en Investigación","1284231767675",1284231789288,20120801,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1284231789288/DirectorioPadre",
