District Name,School Name,Organization Type,Organization Code,StreetLocation,Latitude,Longitude,Zipcode,Phone,,,,
Bethel School District,Bethel School District,Public School Districts,90011,"One School Street, Box 253
BETHEL, CT 06801
",41.37220845400003, -73.41126785499995,6801,203-794-8601,,,,
Ridgefield School District,Ridgefield School District,Public School Districts,1180011,"BOX 629, 40 FLORIDA ROAD
Ridgefield, CT 06877
",41.30130831300005, -73.49987961499994,6877,203-431-2800,,,,
Oxford School District,Oxford Center School,Public Schools,1080111,"462 Oxford Rd.
Oxford, CT 06478
",41.43659421900003, -73.11939576899994,6478,203-888-6492,,,,
Norwalk School District,Cranbury Elementary School,Public Schools,1030411,"5 Knowalot Ln.
Norwalk, CT 06851
",41.155273597000075, -73.40384723899996,6851,203-846-3600,,,,
Shelton School District,Shelton High School,Public Schools,1266111,"120 Meadow St.
Shelton, CT 06484
",41.32006831800004, -73.11559186599999,6484,203-922-3004,,,,
Bridgeport School District,Bridgeport School District,Public School Districts,150011,"45 LYON TERRACE, RM 303
Bridgeport, CT 06604
",41.180433883000035, -73.19264674899995,6604,203-576-7302,,,,
North Haven School District,Montowese Elementary School,Public Schools,1010211,"145 Fitch St.
North Haven, CT 06473
",41.35467644400006, -72.85083694899998,6473,203-239-2564,,,,
Marlborough School District,Elmer Thienes-Mary Hall Elementary School,Public Schools,790111,"25 School Dr.
Marlborough, CT 06447
",41.62788657700003, -72.45955404199998,6447,860-295-6220,,,,
New Haven School District,Ross/Woodward School,Public Schools,931011,"185 Barnes Ave.
New Haven, CT 06513
",41.32255074200003, -72.87650944199999,6513,203-691-3100,,,,
Hartford School District,Capital Community College Magnet Academy,Public Schools,643911,"950 Main Street
Hartford, CT 06103
",41.768190048000065, -72.67301789899994,6103,860-965-8000,,,,
Connecticut Technical High School System,Emmett O'Brien Technical High School,CT Technical High Schools,9002516,"141 Prindle Ave.
Ansonia, CT 06401
",41.334291362000045, -73.06412113999994,6401,203-732-1800,,,,
Wolcott School District,Wakelee School,Public Schools,1660511,"12 Hempel Dr.
Wolcott, CT 06716
",41.59743781800006, -72.98170729399999,6716,203-879-8154,,,,
The Gilbert School District,The Gilbert School,Endowed and Incorporated Academies Schools,9026122,"200 Williams Ave.
Winsted, CT 06098
",41.929588539000065, -73.07180158099999,6098,860-379-8521,,,,
Regional School District 14,Woodbury Middle School,Regional Schools,2145112,"67 Washington Ave.
Woodbury, CT 06798
",41.549273303000064, -73.21004555899998,6798,203-263-4306,,,,
New Milford School District,New Milford High School,Public Schools,966111,"388 Danbury Rd.
New Milford, CT 06776
",41.52726011100003, -73.42347695799998,6776,860-350-6647,,,,
Norwich Free Academy District,Norwich Free Academy,Endowed and Incorporated Academies Schools,9016122,"305 Broadway
Norwich, CT 06360
",41.53656133000004, -72.08292727399999,6360,860-887-2505,,,,
Waterbury School District,Duggan School,Public Schools,1511611,"952 Bank Street
Waterbury, CT 06708
",41.54389460400006, -73.04617567099996,6708,203-574-8875,,,,
Deep River School District,Deep River School District,Public School Districts,360011,"Winthrop Road, Box 187
DEEP RIVER, CT 06417
",41.36271828800005, -72.48692619299999,6417,860-526-2417,,,,
Danbury School District,Shelter Rock School,Public Schools,341211,"2 Crows Nest Rd.
Danbury, CT 06810
",41.45729698400004, -73.44381989099998,6810,203-797-4777,,,,
Windham School District,Windham School District,Public School Districts,1630011,"322 PROSPECT STREET
WILLIMANTIC, CT 06226
",41.716672576000065, -72.21756405299993,6226,860-465-2310,,,,
Wethersfield School District,Samuel B. Webb Elementary School,Public Schools,1591211,"51 Willow St.
Wethersfield, CT 06109
",41.69788885000003, -72.69044366299994,6109,860-571-8340,,,,
Bridgeport School District,"Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus",Public Schools,150811,"840 Old Town Road
Bridgeport, CT 06606
",41.225002188000076, -73.19087273599996,6606,203-275-3300,,,,
Bridgeport School District,Classical Studies Academy,Public Schools,152111,"240 Linwood Ave.
Bridgeport, CT 06604
",41.17906932200003, -73.20939858199995,6604,203-576-7188,,,,
Cromwell School District,Cromwell School District,Public School Districts,330011,"9 CAPTAIN JAMES MANN MEMORIAL DRIVE
Cromwell, CT 06416
",41.61036855400005, -72.66804569199996,6416,860-632-4830,,,,
East Haddam School District,Nathan Hale-Ray Middle School,Public Schools,415111,"P.O. Box 363, 73 Clark Gates Rd.
Moodus, CT 06469
",41.50767869400005, -72.44046733899995,6469,860-873-5081,,,,
Judicial Centers,BRAVE,State Agency Facilities,3481115,"995 Sherman Avenue
Hamden, CT 06517
",41.39871929200007, -72.91959752499997,6517,203-848-1238,,,,
Regional School District 05,Regional School District 05,Regional School Districts,2050012,"25 Newton Road
Woodbridge, CT 06525
",41.35586971400005, -73.01087710399997,6525,203-397-4811,,,,
Barkhamsted School District,Barkhamsted Elementary School,Public Schools,50111,"65 Ripley Hill Rd.
Barkhamsted, CT 06063
",41.91076534100006, -72.99203409999996,6063,860-379-2729,,,,
Wallingford School District,Lyman Hall High School,Public Schools,1486111,"70 Pond Hill Rd.
Wallingford, CT 06492
",41.43683362400003, -72.82145233399996,6492,203-294-5350,,,,
Glastonbury School District,Hebron Avenue School,Public Schools,540411,"1363 Hebron Avenue
Glastonbury, CT 06033
",41.71773805600003, -72.56035450299999,6033,860-652-7875,,,,
Meriden School District,Thomas Hooker School,Public Schools,801011,"70 Overlook Rd.
Meriden, CT 06450
",41.51806375000007, -72.77836622299998,6450,203-237-8839,,,,
Portland School District,Portland High School,Public Schools,1136111,"95 High Street
Portland, CT 06480
",41.58189828700006, -72.62478066299997,6480,860-342-1720,,,,
East Hartford School District,Dr. John A. Langford School,Public Schools,432211,"61 Alps Dr.
East Hartford, CT 06108
",41.79133277200003, -72.60074417299995,6108,860-622-5700,,,,
Bozrah School District,Bozrah School District,Public School Districts,130011,"8 Bozrah Street Extension
Bozrah, CT 06334
",41.56406822300005, -72.15439264899999,6334,860-887-2561,,,,
Waterford School District,Clark Lane Middle School,Public Schools,1525111,"105 Clark Ln.
Waterford, CT 06385
",41.350189870000065, -72.12782157699996,6385,860-443-2837,,,,
Fairfield School District,Jennings School,Public Schools,511711,"31 Palm Dr.
Fairfield, CT 06824
",41.186647304000076, -73.24572821799995,6824,203-255-8316,,,,
Glastonbury School District,Eastbury School,Public Schools,540311,"1389 Neipsic Rd.
Glastonbury, CT 06033
",41.696295244000055, -72.53797949499995,6033,860-652-7858,,,,
Regional School District 06,Wamogo Regional High School,Regional Schools,2066112,"98 Wamogo Rd.
Litchfield, CT 06759
",41.72701555000003, -73.22465889199998,6759,860-567-7410,,,,
Bristol School District,Stafford School,Public Schools,171211,"212 Louisiana Ave.
Bristol, CT 06010
",41.68919998700005, -72.91770073399994,6010,860-584-7824,,,,
Wallingford School District,Moses Y. Beach School,Public Schools,1480111,"304 North Main St.
Wallingford, CT 06492
",41.45854362000006, -72.81509742099996,6492,203-294-3940,,,,
Old Saybrook School District,Old Saybrook Middle School,Public Schools,1065211,"60 Sheffield St.
Old Saybrook, CT 06475
",41.29023767600006, -72.37185686099997,6475,860-395-3168,,,,
Fairfield School District,Fairfield School District,Public School Districts,510011,"BOX 220, 760 STILLSON ROA
Fairfield, CT 06825
",41.19038901300007, -73.23814951899993,6825,203-255-8371,,,,
Winchester School District,Winchester School District,Public School Districts,1620011,"201 Pratt Street
Winsted, CT 06098
",41.91320127800003, -73.07425383399993,6098,860-379-0706,,,,
Mansfield School District,Mansfield Middle School School,Public Schools,785111,"205 Spring Hill Rd.
Storrs, CT 06268
",41.77697963800006, -72.23171877699997,6268,860-429-9341,,,,
Montville School District,Montville School District,Public School Districts,860011,"800 OLD COLCHESTER ROAD
Oakdale, CT 06370
",41.45787913600003, -72.16302734299995,6370,860-848-1228,,,,
Naugatuck School District,Hillside Intermediate School,Public Schools,880411,"51 Hillside Ave.
Naugatuck, CT 06770
",41.49140410800004, -73.05779421599993,6770,203-720-5260,,,,
Wallingford School District,Cook Hill School,Public Schools,1481011,"57 Hall Rd.
Wallingford, CT 06492
",41.457307816000025, -72.85770450299998,6492,203-284-5400,,,,
South Windsor School District,Philip R. Smith School,Public Schools,1320111,"949 Avery St.
South Windsor, CT 06074
",41.841394027000035, -72.51134219599999,6074,860-648-5025,,,,
Granby School District,Wells Road Intermediate School,Public Schools,560311,"134 Wells Rd.
Granby, CT 06035
",41.99038637000007, -72.80902498499995,6035,860-844-3048,,,,
Stamford School District,K. T. Murphy School,Public Schools,1350511,"19 Horton St.
Stamford, CT 06902
",41.04783136800006, -73.51063670699995,6902,203-977-4516,,,,
Regional School District 06,James Morris School,Regional Schools,2060212,"10 East St.
Morris, CT 06763
",41.68381344200003, -73.19864393099994,6763,860-567-7420,,,,
Waterbury School District,Woodrow Wilson School,Public Schools,1513211,"235 Birch St.
Waterbury, CT 06704
",41.55699298500008, -73.02081341099995,6704,203-573-6660,,,,
Jumoke Academy District,Jumoke Academy,Public Charter Schools,2610113,"339 Blue Hills Ave.
Hartford, CT 06112
",41.79447195900008, -72.69703471499997,6112,860-527-0575,,,,
Colebrook School District,Colebrook School District,Public School Districts,290011,"BOX 9, 452 SMITH HILL ROA
Colebrook, CT 06021
",42.03136917200004, -73.10520972999996,6021,860-379-2179,,,,
Oxford School District,Great Oak School,Public Schools,1085111,"50 Great Oak Rd.
Oxford, CT 06478
",41.42415699500003, -73.14051585999994,6478,203-888-5418,,,,
Sterling School District,Sterling School District,Public School Districts,1360011,"1183 Plainfield Pike, Box 159
Oneco, CT 06373
",41.692432299000075, -71.81382158499997,6373,860-564-4219,,,,
Plainfield School District,Plainfield High School,Public Schools,1096111,"P.O. Box 218, 105 Putnam Road
Central Village, CT 06332
",41.72269998100006, -71.90719612399994,6332,860-564-6417,,,,
Regional School District 17,Haddam-Killingworth Middle School,Regional Schools,2175112,"451 Route 81
Killingworth, CT 06419
",41.38602953800006, -72.56435752999994,6419,860-663-1241,,,,
Manchester School District,Verplanck School,Public Schools,771211,"126 Olcott St.
Manchester, CT 06040
",41.77371360200004, -72.55346500999997,6040,860-647-3383,,,,
Plymouth School District,Plymouth Center School,Public Schools,1110211,"107 North St.
Plymouth, CT 06782
",41.679059074000065, -73.05298204599995,6782,860-283-6321,,,,
New Britain School District,Chamberlain  Elementary School,Public Schools,890311,"120 Newington Ave.
New Britain, CT 06051
",41.671663144000036, -72.75965811499998,6051,860-832-5691,,,,
Bridgeport School District,Winthrop School,Public Schools,153611,"85 Eckart St.
Bridgeport, CT 06606
",41.221778974000074, -73.23222498199993,6606,203-576-7769,,,,
Norwalk School District,Marvin Elementary School,Public Schools,1032211,"15 Calf Pasture Beach Rd.
Norwalk, CT 06855
",41.09410124500005, -73.39682698399997,6855,203-899-2890,,,,
Danbury School District,Pembroke School,Public Schools,341511,"34 1/2 Pembroke Rd.
Danbury, CT 06811
",41.42121169400008, -73.45503629399997,6811,203-797-4751,,,,
Greenwich School District,Julian Curtiss School,Public Schools,570311,"180 East Elm St.
Greenwich, CT 06830
",41.031847663000065, -73.62036185799997,6830,203-869-1896,,,,
Regional School District 08,Regional School District 08,Regional School Districts,2080012,"33 Pendleton Drive
Hebron, CT 06248
",41.65871325100005, -72.36031690899995,6248,860-228-9417,,,,
Judicial Centers,SAGE,State Agency Facilities,3480415,"995 Sherman Ave
Hamden, CT 06514
",41.39871929200007, -72.91959752499997,6514,203-848-1238,,,,
Norwalk School District,Brookside Elementary School,Public Schools,1030211,"382 Highland Ave.
Norwalk, CT 06854
",41.09015352700004, -73.43696787399995,6854,203-899-2830,,,,
Hartford School District,OPPortunity High School,Public Schools,647811,"110 Washington Street
Hartford, CT 06106
",41.75938613000005, -72.68214377699996,6106,860-695-5980,,,,
Portland School District,Gildersleeve School,Public Schools,1130411,"575 1/2 Main St.
Portland, CT 06480
",41.59239970400006, -72.62304130399997,6480,860-342-0411,,,,
Stamford School District,The Academy of Information Technology,Public Schools,1356411,"411 High Ridge Road
Stamford, CT 06905
",41.08535990000007, -73.54908254999998,6905,203-977-4336,,,,
Danbury School District,Ellsworth Avenue School,Public Schools,341411,"53 Ellsworth Ave
Danbury, CT 06810
",41.40411051700005, -73.45092789899996,6810,203-797-4740,,,,
Naugatuck School District,Maple Hill School,Public Schools,880311,"641 Maple Hill Rd.
Naugatuck, CT 06770
",41.48857340100005, -73.01497577099997,6770,203-720-5236,,,,
New Britain School District,Northend School,Public Schools,890911,"160 Bassett St.
New Britain, CT 06051
",41.65639518100005, -72.77976393999995,6051,860-223-3819,,,,
Clinton School District,Jared Eliot School,Public Schools,275111,"69 Fairy Dell Rd.
Clinton, CT 06413
",41.29647880400006, -72.51901524099998,6413,860-664-6503,,,,
North Branford School District,North Branford Intermediate School,Public Schools,995111,"654 Foxon Rd.
North Branford, CT 06471
",41.332538311000064, -72.79952326899996,6471,203-484-1500,,,,
Bridgeport School District,Hooker School,Public Schools,151311,"138 Roger Williams Rd.
Bridgeport, CT 06610
",41.21697392200008, -73.16966988599995,6610,203-576-7185,,,,
Capitol Region Education Council,Medical Professions and Teacher Preparation Academy,Regional Education Service Center Schools,2416514,"10 Univac Lane
Windsor, CT 06095
",41.851007192000054, -72.66673712299996,6095,860-298-0602,,,,
Darien School District,Hindley Elementary School,Public Schools,350211,"10 Nearwater Ln.
Darien, CT 06820
",41.05946941500008, -73.48895652499994,6820,203-655-1323,,,,
Bethel School District,Bethel High School,Public Schools,96111,"300 Whittlesey Dr.
Bethel, CT 06801
",41.38015981400008, -73.39426546199996,6801,203-794-8600,,,,
Darien School District,Holmes Elementary School,Public Schools,350711,"18 Hoyt St.
Darien, CT 06820
",41.07905705300004, -73.51213697799994,6820,203-353-4371,,,,
Simsbury School District,Tootin' Hills School,Public Schools,1280411,"25 Nimrod Rd.
West Simsbury, CT 06092
",41.86103693500007, -72.86199798399997,6092,860-658-7629,,,,
New Britain School District,Frank J. DiLoreto School,Public Schools,891111,"732 Slater Rd.
New Britain, CT 06053
",41.687479136000036, -72.80688865399998,6053,860-223-2885,,,,
Kent School District,Kent Center School,Public Schools,680111,"P.O. Box 219, 9 Judd St.
Kent, CT 06757
",41.73090769700008, -73.45409629199997,6757,860-927-3537,,,,
Explorations District,Explorations,Public Charter Schools,2726113,"71 Spencer St.
Winsted, CT 06098
",41.92901560400003, -73.07574524099994,6098,860-738-9070,,,,
Derby School District,Derby High School,Public Schools,376111,"8 Nutmeg Avenue
Derby, CT 06418
",41.32977771100008, -73.09994300199997,6418,203-736-5032,,,,
New Haven School District,Augusta Lewis Troup School,Public Schools,931511,"259 Edgewood Ave.
New Haven, CT 06511
",41.31295758600004, -72.94269313199999,6511,203-691-3000,,,,
