nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"FUTBOL Y MAS","CL MARQUESA VIUDA DE ALDAMA 37","28100","LAS TIENDAS DEL CENTRO","916529062","916529062","futbol@futbolymas.net","www.futbolymas.net","FELISA CONSUELO SANCHEZ ZAPATA","MODA Y COMPLEMENTOS","ARTICULOS PARA LA PRACTICA DEL DEPORTE Y MODA SPORTWEAR PARA VESTIR","",40.54209775,-3.63109597
"G.L.R.","AV ESPAÑA (DE) 18 - LOCAL","28100","EJE VALDAVIA ESPAÑA","916637904","916544010","cgll@telefonica.net","NO DISPONIBLE","CARLOS GONZALEZ","SERVICIOS","ASESORIA Y ADMINISTRACION DE FINCAS","",40.54579648,-3.64231253
"G.P. DECORACIONES","CL PAZ (DE LA) 6","28100","LAS TIENDAS DEL CENTRO","916521753 / 67078406","916536758","gpdecoraciones@wanadoo.es","NO DISPONIBLE","JULIAN GARCIA-POZUELO MURILLO","CONSTRUCCION Y REFORMA","PARQUETS Y TARIMAS, MOQUETAS, PINTURAS Y PRODUCTOS PARA DECORACION","",40.54021813,-3.63213466
"GABIENTE PSICOPEDAGICO MARIA DOLORES GIL","CL MELILLA (DE) 24 - BAJO","28100","OTRAS ZONAS","916616290  / 661892985","NO DISPONIBLE","mdoloresgilblanco6003@yahoo.es","NO DISPONIBLE","LOURDES","SALUD Y BELLEZA","GABINETE PSICOLOGICO","",40.53909094,-3.63795825
"GABINETE LOGOPEDIA LOMAR","CL CUESTABLANCA (DE) 14","28108","OTRAS ZONAS","916506346","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CRISTINA LOPEZ MARTINEZ","SALUD Y BELLEZA","GABINETE DE LOGOPEDIA","",40.51979669,-3.65418833
"GABINETE MEDICO ALCOBENDAS","CL MARQUES DE LA VALDAVIA (D 84","28100","EJE VALDAVIA ESPAÑA","916238000 / 671077614","916238158","gma@gmalconbendas.e.telefonica.net","www.gabinetemedicoalcobendas.com","PAZ GARCIA","SALUD Y BELLEZA","CLINICA  DE ESPECIALIDADES","",40.54448377,-3.64211420
"GABINETE PSICOLOGICO","CL CODO (DEL) 8 - BAJO","28100","OTRAS ZONAS","916530939","NO DISPONIBLE","imaguado@telefonica.net","NO DISPONIBLE","Mª ISABEL MUÑOZ AGUADO","SALUD Y BELLEZA","DIAGNOSTICO, PSICOTERAPIA Y PSICOANALISIS A NIÑOS, ADOLESCENTES Y ADULTOS","",40.53969726,-3.63359032
"GABRIEL BARTOLOME CALVO","CL CONSTITUCION (DE LA) 47 - PUERTA, 11","28100","Z.C. CONSTITUCION","916521769","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","GABRIEL BARTOLOME","ALIMENTACION","AVES, HUEVOS Y CAZA","",40.54280711,-3.63726976
"GALANGAS","CR BARAJAS (DE) - KM. 2,300","28100","OTRAS ZONAS","916531548 - 915610572","916531548","galangas@airtel.net","NO DISPONIBLE","PILAR","CONSTRUCCION Y REFORMA","DISTRIBUCION DE GAS (REPSOL BUTANO) E INSTALACIONES DE GAS Y CALEFACCION","",40.53924541,-3.62601375
"GALANGAS","CL SANTIAGO APOSTOL (DE) 12","28100","LAS TIENDAS DEL CENTRO","916525313","916521894","NO DISPONIBLE","NO DISPONIBLE","PILAR","CONSTRUCCION Y REFORMA","DISTRIBUCION DE GASES LICUADOS DEL PETROLEO","",40.54314577,-3.63156188
"GALERIA MIRAFLORES","CL MIRAFLORES (DE) 6","28100","EJE VALDAVIA ESPAÑA","916528051","916528051","mjgimper@wanadoo.es","NO DISPONIBLE","MANUEL JIMENEZ","HOGAR","FERRETERIA, DROGUERIA","",40.54407827,-3.63764999
"GARCIA DAVILA ALIMENTACION","AV MADRID (DE) 37 - LOCAL","28100","OTRAS ZONAS","679241903","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","TOMAS GARCIA DAVILA","ALIMENTACION","ALIMENTACION","",40.55074756,-3.63889272
"GARMER","CL GRANADA (DE) 23","28100","OTRAS ZONAS","916238789","NO DISPONIBLE","garmer@garmer.es","NO DISPONIBLE","NO DISPONIBLE","SERVICIOS","OFICINA INSTALACIONES ELECTRICAS","",40.54255355,-3.64103617
"GAUSS ENSEÑANZA Y FORMACION","CL PADILLA (DE) 6","28100","LAS TIENDAS DEL CENTRO","916591509","916638136","egarcia@gauss.es","www.gauss.es","ELENA GARCIA BOCOS","SERVICIOS","TODO TIPO DE ENSEÑANZA NO REGLADA. CURSOS  A EMPRESAS (FORMACION CONTINUA). FORMACION OCUPACIONAL COLABORADORES DEL INEM","",40.54152530,-3.63209378
"GAYDI","CL QUEVEDO (DE) 14","28100","EJE VALDAVIA ESPAÑA","916621356","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","SATURNINO GOMARA PEREZ","SERVICIOS","MECANICA EN GENERAL","",40.54248389,-3.64088793
"GEICON MONTAJES, S.L.","CL SORIA (DE) 39","28100","OTRAS ZONAS","916637294","916637294","info@geicon.es","www.geicon.es","CARMELO BALLESTEROS GOMEZ","CONSTRUCCION Y REFORMA","EMPRESA DE MONTAJES ELECTRICOS Y CONSTRUCCION","",40.53900050,-3.63276680
"GELMA GESTION INMOBILIARIA","CL CONSTITUCION (DE LA) 84","28100","Z.C. CONSTITUCION","916636276","916512248","NO DISPONIBLE","NO DISPONIBLE","GEMA","SERVICIOS","GESTION INMOBILIARIA ALQUILERES","",40.54444288,-3.64008307
"GENERAL EVENTS","CL GERONA (DE) 1","28100","OTRAS ZONAS","917389808/661686696","916587191","NO DISPONIBLE","www.generalevents.com","PISANA MARTINEZ, SUSANA","VARIOS","ORGANIZACIÓN DE EVENTOS","",40.54142336,-3.62910997
"GENTE","PZ SOTO 3","28109","OTRAS ZONAS","916502096 / 915638726","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MERCEDES CABELLO","SALUD Y BELLEZA","PELUQUERIA","",40.54104188,-3.63240185
"GERAR MOTOR   (MOVILMARCA)","CR FUENCARRAL (DE) 66","28108","OTRAS ZONAS","916572214","916616058","administracion@grupogerar.com","www.gerarmotor.es","MIGUEL ANGEL RODRIGUEZ","SERVICIOS","DISTRIBUIDOR OFICIAL PEUGEOTL. SERVICIO TECNICO","",40.51888227,-3.65470622
"GESFIMAR","PS CHOPERA (DE LA) 192 - LOCAL 2","28100","EJE CHOPERA","916613943 / 620257097","916616917","gesfimar@gesfimar.es","NO DISPONIBLE","CARLOS MARTINEZ","SERVICIOS","ADMINISTRACION DE FINCAS","",40.54528549,-3.65802487
"GESFLYCO ASESORES","AV PABLO IGLESIAS (DE) 6","28100","VALDELASFUENTES","629387489 / 914901752","916611866","emartinez@gesflyco.com","NO DISPONIBLE","JOSE ENRIQUE MARTINEZ","SERVICIOS","ASESORES EMPRESARIALES","",40.55442054,-3.65619148
"GESTION DE RESONANCIAS MAGNETICAS ABIERTAS","CL MARQUES DE LA VALDAVIA (D 102","28100","EJE VALDAVIA ESPAÑA","912293636","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CRISTINA ORTIZ","SALUD Y BELLEZA","RESONANCIAS MAGNETICAS ABIERTAS, DIAGNOSTICO POR IMAGEN","",40.54657992,-3.64796695
"GESTIPOLIZA","CR FUENCARRAL (DE) 44","28108","OTRAS ZONAS","911822653","NO DISPONIBLE","info@gestipoliza.com","NO DISPONIBLE","JAVIER HUERTA","SERVICIOS","AGENCIA DE SEGUROS Y CORREDURIAS DE SEGUROS","",40.51888227,-3.65470622
"GESTORIA ABOGADOS CORTES Y GUIJARRO","AV DOCTOR SEVERO OCHOA (DEL) 5","28100","EJE CHOPERA","916622846","916622846","2351@gestoresmadrid.org","NO DISPONIBLE","ANGEL JULIO GUIJARRO MUÑOZ","SERVICIOS","ABOGADO","",40.54447864,-3.65050312
"GESTORIA ADMINISTRATIVA CORTES","AV DOCTOR SEVERO OCHOA (DEL) 5 - LOCAL A","28100","EJE CHOPERA","916622846","916622846","2351@gestoresmadrid.org","NO DISPONIBLE","ANGEL JULIO GUIJARRO MUÑOZ","SERVICIOS","GESTORIA ADMINISTRATIVA","",40.54447864,-3.65050312
"GESTORIA AMEZUA","CL CONSTITUCION (DE LA) 6 - 1º","28100","Z.C. CONSTITUCION","916518890","916536409","NO DISPONIBLE","NO DISPONIBLE","JOSE JULIAN AMEZUA BRIEVA","SERVICIOS","GESTORIA ADMINISTRATIVA","",40.54147941,-3.63412812
"GESTORIA HERNANDEZ","CL RUPERTO CHAPI (DE) 16 - LOCAL 5","28100","EJE VALDAVIA ESPAÑA","916518327","916518327","julian@gestoria-hernandez.com","NO DISPONIBLE","JULIAN HERNÁNDEZ TERRERO","SERVICIOS","GESTORIA ADMINISTRATIVA ADMINISTRACION DE EMPRESAS","",40.54793047,-3.64445745
"GESTORIA MERINERO","CL CONSTITUCION (DE LA) 113","28100","Z.C. CONSTITUCION","916527585","916527675","NO DISPONIBLE","NO DISPONIBLE","PALOMA MORA","SERVICIOS","GESTORIA","",40.54620285,-3.64402980
"GILDR","CL SANTIAGO APOSTOL (DE) 7","28100","LAS TIENDAS DEL CENTRO","916637626","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","SHENG ZHOU, LING","MODA Y COMPLEMENTOS","ROPA Y COMPLEMENTOS","",40.54293047,-3.63149790
"GIMNASIO NOVA","PS CHOPERA (DE LA) 84","28100","EJE CHOPERA","916616220 / 609672549","916616220","novaalcobendas@orange.es","www.alconova.com","JAVIER PARRA","SALUD Y BELLEZA","GIMNASIO Y CENTRO DE FORMACION","",40.54309152,-3.64274647
"GLOSS ESTILISTAS","CL MARQUES DE LA VALDAVIA (D 2","28100","EJE VALDAVIA ESPAÑA","912293974","NO DISPONIBLE","esticagloss@hotmail.com","NO DISPONIBLE","LENA NABIL JAKLIN","SALUD Y BELLEZA","SALON DE BELLEZA, PELUQUERIA Y ESTETICA","",40.54600478,-3.65094166
"GMC INGENIERIA","CL REYES CATOLICOS (DE LOS) 6 - NAVE 108 PARA EMPRESARIAL GRUPO GEO","28108","OTRAS ZONAS","914901305 / 620506418","914901306","gmc@gmcingenieria.com","www.gmcingenieria.com","NEGIA MARIA MILIAN RODRIGUEZ","SERVICIOS","PROSPECCIONES, ESTUDIOS GEOLOGICOS Y PROYECTOS","",40.53652585,-3.65212849
"GO4BABY","CL FRANCISCO JAVIER SAUQUILL 22","28100","OTRAS ZONAS","615024905","NO DISPONIBLE","david@go4baby.com","www.go4baby.com","DAVID MONJE MOLERO","SALUD Y BELLEZA","ASESORAMIENTO Y GESTION PARA LA GESTACION SUBROGADA","",40.55160164,-3.65173725
"GOMEZA ENVASES","CL IGLESIA (DE LA) 8","28100","OTRAS ZONAS","601043995","NO DISPONIBLE","esteban.4a.ipa@gmail.com","NO DISPONIBLE","ESTEBAN GOMEZ LLANO","MODA Y COMPLEMENTOS","COMPRA, ALMACENAMIENTO Y VENTA DE ENVASES Y PRODUCTOS DE LIMPIEZA","",40.54091674,-3.63203137
"GONZALEZ L R. ADMINISTRACION COMUNIDADES","CL MARQUES DE LA VALDAVIA (D 63","28100","EJE VALDAVIA ESPAÑA","916637904 / 916544010","916544010","glrfincas@gmail,com","NO DISPONIBLE","CARLOS GONZALEZ LLAMERA","SERVICIOS","ASESORIA EMPRESAS ADMINISTRACION FINCAS","",40.54415010,-3.64225846
"GOODPLACE","CL JACINTO BENAVENTE (DE) 1","28100","EJE CHOPERA","916626964/655499575","NO DISPONIBLE","javier.marcos@goodplace.es","www.goodplace.es","JAVIER MARCOS FILGUEIRA","SERVICIOS","IDIOMAS, CLASES PRIMARIA, ESO Y BACHILLERATO","",40.54587590,-3.64685744
"GRAFICAS MOR-SAN","CL IBIZA (DE) 4","28100","OTRAS ZONAS","916532304 / 608204927","916541254","NO DISPONIBLE","NO DISPONIBLE","MIGUEL ANGEL MORENO GONGORA","VARIOS","ARTES GRAFICAS","",40.54194418,-3.62858573
"GRAFICAS MOR-SAN","CL IBIZA (DE) 4","28100","OTRAS ZONAS","916532304 / 608204927","916541254","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","VARIOS","ARTES GRAFICAS","",40.54194418,-3.62858573
"GRANAUDIO CENTROS AUDITIVOS Y DE LOGOPEDIA","CL TERUEL (DE) 1","28100","OTRAS ZONAS","916539228","913733571","raquelmv@terra.es","NO DISPONIBLE","RAQUEL MARTIN VIZCAINO","SALUD Y BELLEZA","CENTRO AUDITIVO Y DE LOGOPEDIA Y FONIATRIA","",40.54330104,-3.62936052
"GRAND OPTICA CABALLERO- CENTRO AUDITIVO","CL CONSTITUCION (DE LA) 42","28100","Z.C. CONSTITUCION","916543034","916523305","NO DISPONIBLE","NO DISPONIBLE","ANGEL CABALLERO GOMEZ","SALUD Y BELLEZA","OPTICA- CENTRO AUDITIVO","",40.54276536,-3.63690446
"GRAO FONTANERIA","CL SONRISA (DE LA) 12","28100","OTRAS ZONAS","635547391","NO DISPONIBLE","diegograo@hotmail.com","NO DISPONIBLE","DEIGO GRAO PELAEZ","CONSTRUCCION Y REFORMA","FONTANERO","",40.54104188,-3.63240185
"GREEN WASH MOVIL 23","CL ALEGRIA (DE LA) 5","28100","OTRAS ZONAS","652308010","NO DISPONIBLE","madridmovil23@greenwash.es","www.greenwashmadrid23.es","LARA MELGUIZO GALIANO","SERVICIOS","LAVADO ECOLOGICO DE VEHICULOS A DOMICILIO","",40.54104188,-3.63240185
"GRUNSAT, S.L","CL REAL VIEJA 22","28100","OTRAS ZONAS","916536106","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","GONZALEZ, MIGUEL","SERVICIOS","TALLER MANUAL DE REPARACION DE RADIO Y TV","",40.53913963,-3.63446255
"GUIA NORTE","CL MARQUESA VIUDA DE ALDAMA 3 - 1º DRCHA.","28100","LAS TIENDAS DEL CENTRO","916548476-916541534","916541534","NO DISPONIBLE","NO DISPONIBLE","ESTRELLA CARO","VARIOS","REVISTA DE INFORMACION GENERAL. EDITORIAL","",40.54114963,-3.63346691
"GUMACOL","CL ESCORIAL (DEL) 132","28100","OTRAS ZONAS","916547945","916547945","gumacolsl@telefonica.net","NO DISPONIBLE","JOSE MORENO SANCHEZ-CAMACHO","CONSTRUCCION Y REFORMA","CONSTRUCCION ENCOFRADOS Y FORJADOS","",40.55020403,-3.63917026
"HABITAT PUERTAS NORTE","CL FUEGO (DEL) 47","28100","Z.C. CONSTITUCION","916540057","912296763","NO DISPONIBLE","NO DISPONIBLE","MARIANO NARRO","CONSTRUCCION Y REFORMA","PUERTAS Y ARMARIOS .","",40.54471405,-3.63546490
"HALCON VIAJES","CL SANTIAGO APOSTOL (DE) 11","28100","LAS TIENDAS DEL CENTRO","916521166 /","916538775","halcon020@halcon-viajes.es","www.halconviajes.com","MONICA","SERVICIOS","AGENCIA DE VIAJES. VACACIONAL Y EMPRESAS","",40.54317128,-3.63189070
"HALCON VIAJES","CL CONSTITUCION (DE LA) 41","28100","Z.C. CONSTITUCION","916238695 / 916546308","NO DISPONIBLE","halcon824@halconviajes.es","www.halconviajes.com","NO DISPONIBLE","SERVICIOS","AGENCIA DE VIAJES","",40.54256199,-3.63685896
"HALCON VIAJES","AV CAMILO JOSE CELA (DE) 16 - PORTAL6 1 C 2","28100","OTRAS ZONAS","916615421","916614686","halconm54@halcon-viajes.com","www.halconviajes.com","RAQUEL BENITO","SERVICIOS","AGENCIA DE VIAJES","",40.54477147,-3.65738238
"HAPPY CUPCAKE","CL COSTANILLA CIEGOS (DE LA) 6","28100","OTRAS ZONAS","649021581","NO DISPONIBLE","andyladulce@happycupcake.es","NO DISPONIBLE","ANDREA SOUBIRAN MORALES","ALIMENTACION","PASTELERIA . CURSOS DE","",40.54152753,-3.63348072
"HAPPY KIDS","CL MARQUES DE LA VALDAVIA (D 2","28100","EJE VALDAVIA ESPAÑA","617219402","NO DISPONIBLE","happykids.alc@gmail.com","NO DISPONIBLE","SILVIA SANZ GARCIA","MODA Y COMPLEMENTOS","ZAPATERIA","",40.54600478,-3.65094166
"HELADERIA LA ROMANA","AV OLIMPICA 26 - LOCAL 8","28100","OTRAS ZONAS","916570811","NO DISPONIBLE","paolabruno@porchietto.com","NO DISPONIBLE","PAOLA LAURA PANZANI","HOSTELERIA / OCIO","HELADERIA","",40.53591079,-3.63548028
"HELADERIA TINO´S","CL MANUEL DE FALLA (DE) 61","28100","OTRAS ZONAS","916539132   /  605287848","NO DISPONIBLE","serdonath@hotamail.com","NO DISPONIBLE","SERGIO ADRIAN DONATH","HOSTELERIA / OCIO","HELADERIA","",40.55233204,-3.64365959
"HERBERU","CL MARQUES DE LA VALDAVIA (D 119 - LOCAL 6","28100","EJE VALDAVIA ESPAÑA","916626518 / 649982087","916622159","herberu@herberu.com","www.herberu.com","JUAN PABLO ALVAREZ BRUNA","SERVICIOS","ALQUILER DE VEHICULOS, COCHES Y FURGONETAS","",40.54685679,-3.65591868
"HERBOLARIO ALTOMIRA","CL HUESCA (DE) 33","28100","OTRAS ZONAS","916526388","NO DISPONIBLE","amiaasociacion@yahoo .es","www.altomiracb.com","MANUELA","SALUD Y BELLEZA","HERBOLARIO","",40.54321682,-3.62903773
"HERBOLARIO BIOMARKET NORTE","AV MADRID (DE) 37","28100","OTRAS ZONAS","916593285","916593285","info@biomarketnorte.com","www.biomarketnorte.com","UROS KOLENIK","SALUD Y BELLEZA","HERBOLARIO","",40.55074756,-3.63889272
"HERBOLARIO BIOMARKET NORTE","AV MADRID (DE) 37","28100","OTRAS ZONAS","916593285 / 649695551 / 622765580","NO DISPONIBLE","info@biomarketnorte.com","NO DISPONIBLE","NO DISPONIBLE","SALUD Y BELLEZA","HERBOLARIO","",40.55074756,-3.63889272
"HERBOLARIO HIERBUCAS","PS CHOPERA (DE LA) 184","28100","EJE CHOPERA","916618793","NO DISPONIBLE","herbgema@hotmail.es","NO DISPONIBLE","GEMA LEJO PINTOS","SALUD Y BELLEZA","COSMETICA ECOLOGICA, FISIOTERAPIA","",40.54527552,-3.65778425
"HERBOLARIO LAVANDA","CL CONSTITUCION (DE LA) 24","28100","Z.C. CONSTITUCION","916521567","916251567","lilisendra@hotmail.com","NO DISPONIBLE","LILIANA MABEL SENDRA PUGLISI","SALUD Y BELLEZA","PRODUCTOS DIETETICA Y HERBOLARIO","",40.54224564,-3.63553787
"HERBOLARIO LIMA PARSSIAN","CL FRANCISCO LARGO CABALLERO 40","28100","VALDELASFUENTES","629828909","NO DISPONIBLE","limap@ree.es","NO DISPONIBLE","LIMA PARSSIAN NOTASH","SALUD Y BELLEZA","HERBOLARIO, ARTICULOS DE REGALO","",40.55383870,-3.65418767
"HERBOLARIO LIMA PARSSIAN","CL CONSTITUCION (DE LA) 45","28100","Z.C. CONSTITUCION","629828909","NO DISPONIBLE","limap@ree.es","NO DISPONIBLE","LIMA PARSSIAN NOTASH","SALUD Y BELLEZA","HERBOLARIO Y ARTICULOS DE REGALO","",40.54272196,-3.63712636
"HERBOLARIO MADRESELVA","CL CONSTITUCION (DE LA) 95","28100","Z.C. CONSTITUCION","912293331","NO DISPONIBLE","NO DISPONIBLE","www.herbolariomadreselva.com","Mª LUISA Y JOSE Mª","SALUD Y BELLEZA","HERBOLARIO","",40.54490115,-3.64177509
"HERBOLARIO PANGEA","AV ESPAÑA (DE) 44 - POSTERIOR C/V PZ. ENCINA","28100","EJE VALDAVIA ESPAÑA","912293035","NO DISPONIBLE","pangea_mundonatural@yahoo.es","NO DISPONIBLE","INMACULADA DE LUCAS GOMEZ","SALUD Y BELLEZA","HERBOLARIO","",40.54738187,-3.63990698
"HERCAS-MOTOR, S.L.","CL OLIVAR (DEL) 11","28100","EJE VALDAVIA ESPAÑA","916637637 / 600461496","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JOAQUIN CASTRO MATA","SERVICIOS","TALLERES Y REPARACIÓN","",40.54826205,-3.64877718
"HERMANOS DIAZ","CL CALDERON DE LA BARCA (DE) 6","28100","OTRAS ZONAS","697562897","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","BEGOÑA PEREZ CUBA","HOSTELERIA / OCIO","CAFETERIA BAR","",40.54760896,-3.64911232
"HERMANOS HERNAN MARTIN","PS CHOPERA (DE LA) 85","28100","EJE CHOPERA","916620652","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","HERMANOS HERNAN MARTIN","ALIMENTACION","BODEGA-AUTOSERVICIO","",40.54406594,-3.64630124
"HERMANOS PEREZ BARTOLOME","CL MARQUES DE LA VALDAVIA (D 90 - (GALERIA ESPAÑA) PUESTO 18","28100","EJE VALDAVIA ESPAÑA","916535186","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","HERMINIO PEREZ","ALIMENTACION","CHARCUTERIA","",40.54550101,-3.64438664
"HIDALGO, GESTION DE ALQUILERES","CL CONSTITUCION (DE LA) 3","28100","Z.C. CONSTITUCION","916592874 / 648846177","NO DISPONIBLE","miguelangel@alquilereshidalgo.com","www.alquilereshidalgo.com","MIGUEL ANGEL HIDALGO FERRARAS","SERVICIOS","AGENCIA DE LA PROPÌEDAD INMOBILIARIA","",40.54133114,-3.63415546
"HIDROJARDIN","CL TRANSRADIO (DEL) 14","28100","EJE VALDAVIA ESPAÑA","916613630","916613849","hidrojardin@hidrojardin.es","www.hidrojardin.es","DIEGO CILLER","VARIOS","ARTICULOS PARA JARDINERIA","",40.54264842,-3.64222759
"HIPERCHOLLO","CL MARQUES DE LA VALDAVIA (D 48","28100","EJE VALDAVIA ESPAÑA","916636523 / 916636066","NO DISPONIBLE","gruzapa@calzadosandares.com","NO DISPONIBLE","JUAN JOSE TARDIO","MODA Y COMPLEMENTOS","ZAPATERIA","",40.54291977,-3.63911461
"HIPEREURO","CL MARQUESA VIUDA DE ALDAMA 62","28100","LAS TIENDAS DEL CENTRO","916515161","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CHAO XIA","HOGAR","BAZAR","",40.54296550,-3.62988369
"HIPERTEXTIL ARROYO","CL OVIEDO (DE) 5","28100","OTRAS ZONAS","916523276","NO DISPONIBLE","hiper-textil-arroyo@hotmail.com","NO DISPONIBLE","VICTOR MANUEL ARROYO","MODA Y COMPLEMENTOS","CONFECCION SEÑORA, CABALLERO Y NIÑO. ROPA INTERIOR","",40.54225169,-3.63520049
"HISSE","AV ESPAÑA (DE) 3","28100","EJE VALDAVIA ESPAÑA","916584450","916584274","hisse5@hotmail.com","NO DISPONIBLE","ALFREDO OJEDA MACIA","VARIOS","SEÑALIZACION DE CARRETERAS","",40.54541831,-3.64326489
"HOGAR MODA TRES","CL CONSTITUCION (DE LA) 25","28100","Z.C. CONSTITUCION","916531362","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","PEDRO","HOGAR","ROPA DE HOGAR","",40.54201637,-3.63537631
"HOLIDAY","CL DOLORES IBARRURI (DE) 7 - LOCAL 3","28100","VALDELASFUENTES","916629369","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JOSE GONZALEZ","HOSTELERIA / OCIO","RESTAURANTE, CAFETERIA","",40.54998351,-3.65188969
"HOMY HOGAR","CL LIBERTAD (DE LA) 59","28100","LAS TIENDAS DEL CENTRO","911437730","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","OREL MIEUSSENS","HOGAR","DECORACION, REGALOS","",40.53838139,-3.63621280
"HORNO SAN BERNABE XXL","AV ERMITA (DE LA) 2","28100","OTRAS ZONAS","91294091","NO DISPONIBLE","eduardo_ubeda@terra.es","www.hornosanbernaberestaurante.xxl.com","EDUARDO UBEDA","HOSTELERIA / OCIO","RESTAURANTE","",40.53624036,-3.63671457
"HORTENSIA BAR","CL FUEGO (DEL) 27","28100","Z.C. CONSTITUCION","916510594","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","VICENTE GARCIA","HOSTELERIA / OCIO","HOSTELERIA","",40.54297224,-3.63522223
"HOSPITAL VETERINARIO CEBRAIN HERNANDEZ","PS CHOPERA (DE LA) 38","28100","EJE CHOPERA","620014044","NO DISPONIBLE","hvchopera@hvchopera.com","NO DISPONIBLE","MARIA JOSE CEBRIAN HERNANDEZ","VARIOS","HOSPITAL VETRINARIO","",40.53926947,-3.63842567
"HOSPITAL VETERINARIO LA MORALEJA","CL BEGONIA (DE) 135","28109","OTRAS ZONAS","917557559","NO DISPONIBLE","info@clinicasveterinarias.net","NO DISPONIBLE","ALFREDO FERNANDEZ","VARIOS","CLINICA VETERINARIA","",40.52200605,-3.64455837
"HOSPITAL VETERINARIO MADRID NORTE","CL FANTASIA (DE LA) 3 - LOCAL 4","28100","OTRAS ZONAS","912291700 / 601217930","NO DISPONIBLE","hvnadridnorte@gmail.com","NO DISPONIBLE","REBECA FERNANDEZ","VARIOS","CLINICA VETERINARIA","",40.55238880,-3.65794809
"HOSTAL ARBA","CL HUESCA (DE) 37","28100","OTRAS ZONAS","916543412 / 916543334 / 626640874","916518601","hostalarba@hotmail.com","www.hostalarba.com","DEBORAH BARRERA","HOSTELERIA / OCIO","HOSPEDAJE","",40.54339872,-3.62885011
"HOSTAL EL FRONTON","BL SALVADOR ALLENDE (DE) 16 - 18","28100","OTRAS ZONAS","916523437","916523557","NO DISPONIBLE","NO DISPONIBLE","JOSE LUIS","HOSTELERIA / OCIO","HOSTAL, BAR RESTAURANTE","",40.53766842,-3.63293797
"HOSTAL HOLIDAY","CL CADIZ (DE) 7","28100","EJE VALDAVIA ESPAÑA","916611630","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","LUZ DIVINA GONZALEZ AGUADO","HOSTELERIA / OCIO","HOSPEDAJE","",40.54246906,-3.64044589
"HOSTAL RESTAURANTE LOS ANGELES","CL CONSTITUCION (DE LA) 72","28100","Z.C. CONSTITUCION","916515006 / 627473363","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MIGUEL ANGEL ROBLEDO","HOSTELERIA / OCIO","HOSTAL, RESTAURANTE","",40.54366168,-3.63865776
"HOSTAL RESTAURANTE LOS ANGELES","CL MIÑO (DEL) 14","28100","Z.C. CONSTITUCION","916515006 / 627473363","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MIGUEL ANGEL ROBLEDO","HOSTELERIA / OCIO","HOSTAL","",40.54419868,-3.63855194
"HOSTAL RESTAURANTE LOS ANGELES","CL MANZANARES (DEL) 4","28100","Z.C. CONSTITUCION","916515006 / 627473363","916515006","NO DISPONIBLE","NO DISPONIBLE","MIGUEL ANGEL ROBLEDO","HOSTELERIA / OCIO","PENSION","",40.54382092,-3.63860742
"HOTEL  GRAND PRIX","BL SALVADOR ALLENDE (DE) 10","28108","OTRAS ZONAS","916524600","916546262","reservas@hotelgrandprix.es","www.grandprixhotel.es","JAVIER PRIETO","HOSTELERIA / OCIO","HOTEL","",40.53745261,-3.63461922
"HOTEL  HOLIDAY INN EXPRESS","CR FUENCARRAL (DE) - (M-603)  km. 15 (ESQ. C/ METALURGIA nº 1-3)","28108","OTRAS ZONAS","912932700","912932705","express.alcobendas@continentalhotels.eu","www.hiexpress.es","RAFAEL RAMIREZ","HOSTELERIA / OCIO","HOTEL","",40.51888227,-3.65470622
"HOTEL AMURA ALCOBENDAS","AV VALDELAPARRA (DE) 2","28108","OTRAS ZONAS","917874545 / 699290063","917874546","info@amurahoteles.com","www.amurahoteles.com","NO DISPONIBLE","HOSTELERIA / OCIO","HOTEL Y RESTAURANTE","",40.53978619,-3.65783827
"HOTEL EUROSTARS GRAN MADRID","AV VEGA (DE LA) 22","28108","OTRAS ZONAS","912008484","912008485","director@eurostarsgranmadrid.com","www.eurostarsgranmadrid.com","NATALIA MARTINEZ","HOSTELERIA / OCIO","HOTEL","",40.52007240,-3.64429284
